21100002	A816	000060000001	0000		HOYA NEW CANTEEN		4063474-1		INSTALL CERAMIC COATING ON HO ROOF FLR.		21100002		BD2003110003		       1.000		BLD		00000000						20031128		20100401		2010		003		00000000		00000000				1399		A816619050						03OPS021		00000000				0.00												99999999										00000000				THAIOBAYASHI		RRH0311072		X												00000000		0000		         0.00		JP01								00000000		00000000		00000000		000		000				000								01		YL20		020		000		20031128		0000									02		YL20		020		000		20031128		0000									04		YL20		020		000		20031128		0000									05		YL20		020		000		20031128		0000																											  14570000.00	   9432778.86	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	     55884.93	         0.00	     55884.93	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	  14570000.00	   9488663.79	   5081336.21	   5137221.14	2110000000	Buildings(RA)
21100002	A816	000060000001	0001		INSTALL CERAMIC COATING ON HO ROOF FLR.		IVJ5811017, HOPT-HO-029		INSTALL CERAMIC COATING ON HO ROOF FLR.		21100002				       1.000		BLD		00000000						20151210		20151210		2015		009		00000000		00000000				1399		A816619050						15-SS-142		00000000				0.00												99999999										00000000				ECI INDUSTRES CO., LTD., NATTA		HDI1512017, HDI1511127		X												00000000		0000		         0.00		JP01								00000000		00000000		00000000		000		000				000								01		YL05		005		000		20151210		0000									02		YL05		005		000		20151210		0000									04		YL05		005		000		20151210		0000									05		YL05		005		000		20151210		0000																											    296520.00	     68027.57	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	      4549.35	         0.00	      4549.35	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	    296520.00	     72576.92	    223943.08	    228492.43	2110000000	Buildings(RA)
21100002	A816	000060000002	0000		ADDITIONAL INTERIOR FOR NEW CANTEEN		"4102002-1,4102003-1,"		ADDITIONAL INTERIOR FOR NEW CANTEEN		21100002		BD2004020002		       1.000		BLD		00000000						20040206		20100401		2010		003		00000000		00000000				1399		A816619050								00000000				0.00												99999999										00000000				"THAIOBAYASHICO.,LTD."		RRH0402002-004		X												00000000		0000		         0.00		JP01								00000000		00000000		00000000		000		000				000								01		YL20		020		000		20040206		0000									02		YL20		020		000		20040206		0000									04		YL20		020		000		20040206		0000									05		YL20		020		000		20040206		0000																											   1086700.00	    703541.22	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	      4168.17	         0.00	      4168.17	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	   1086700.00	    707709.39	    378990.61	    383158.78	2110000000	Buildings(RA)
21100002	A816	000060000003	0000		RENOVATION WORK FOR CHEMICAL STORAGE		4231048-1		RENOVATION WORK FOR CHEMICAL STORAGE		21100002		BD2007060100		       1.000		BLD		00000000						20070601		20100401		2010		003		00000000		00000000				1399		A816619050						06SS396		00000000				0.00												99999999										00000000						RRH0706065		X												00000000		0000		         0.00		JP01								00000000		00000000		00000000		000		000				000								01		YL20		020		000		20070601		0000									02		YL20		020		000		20070601		0000									04		YL20		020		000		20070601		0000									05		YL20		020		000		20070601		0000																											    300000.00	    144863.00	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	      1150.69	         0.00	      1150.69	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	    300000.00	    146013.69	    153986.31	    155137.00	2110000000	Buildings(RA)
21100002	A816	000060000004	0000		CONCRETE CURB AT OPEN GUTTER		4231046-1		CONCRETE CURB AT OPEN GUTTER		21100002		BD2007060200		       1.000		BLD		00000000						20070601		20100401		2010		003		00000000		00000000				1399		A816619050						06SS402		00000000				0.00												99999999										00000000						RRH0706064		X												00000000		0000		         0.00		JP01								00000000		00000000		00000000		000		000				000								01		YL20		020		000		20070601		0000									02		YL20		020		000		20070601		0000									04		YL20		020		000		20070601		0000									05		YL20		020		000		20070601		0000																											    136000.00	     65671.11	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	       521.65	         0.00	       521.65	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	    136000.00	     66192.76	     69807.24	     70328.89	2110000000	Buildings(RA)
21100002	A816	000060000005	0000		ADDITIONA SIDING FOR STAIR AT NEW CANTEEN		4256568-1		ADDITIONA SIDING FOR STAIR AT NEW CANTEEN		21100002		BD2007080100		       1.000		BLD		00000000						20070819		20100401		2010		003		00000000		00000000				1399		A816619050						06SS395		00000000				0.00												99999999										00000000						RRH0708065		X												00000000		0000		         0.00		JP01								00000000		00000000		00000000		000		000				000								01		YL20		020		000		20070819		0000									02		YL20		020		000		20070819		0000									04		YL20		020		000		20070819		0000									05		YL20		020		000		20070819		0000																											    465000.00	    219505.46	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	      1783.56	         0.00	      1783.56	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	    465000.00	    221289.02	    243710.98	    245494.54	2110000000	Buildings(RA)
21100002	A816	000060000006	0000		NEW IPA STORAGE AND GARBAGE STORE(RE-USED MATERIA)		4437059-2		IMPROVEMENT OF THE WASTE STOCK AREA		21100002				       1.000		BLD		00000000						20100705		20100705		2010		004		00000000		00000000				1399		A816619050						10-OPS-013		00000000				0.00												99999999										00000000				THAI OBAYASHI CORP.,LTD.		RRH1006069, RRH1007099		X												00000000		0000		         0.00		JP01								00000000		00000000		00000000		000		000				000								01		YL20		020		000		20100705		0000									02		YL20		020		000		20100705		0000									04		YL20		020		000		20100705		0000									05		YL20		020		000		20100705		0000																											   6500000.00	   2137876.71	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	     24931.51	         0.00	     24931.51	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	   6500000.00	   2162808.22	   4337191.78	   4362123.29	2110000000	Buildings(RA)
21100002	A816	000060000006	0001		IMPROVEMENT OF THE WASTE STOCK AREA		HOPT-57/016		IMPROVEMENT OF THE WASTE STOCK AREA		21100002				       1.000		BLD		00000000						20141028		20141028		2014		007		00000000		00000000				1399		A816619050						14-SS-134		00000000				0.00												99999999										00000000				NATTAKIT WITTAYA WORAKARN CO.,		RRH1410108		X												00000000		0000		         0.00		JP01								00000000		00000000		00000000		000		000				000								01		YL20		020		000		20141028		0000									02		YL20		020		000		20141028		0000									04		YL20		020		000		20141028		0000									05		YL20		020		000		20141028		0000																											     97000.00	     10975.62	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	       372.05	         0.00	       372.05	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	     97000.00	     11347.67	     85652.33	     86024.38	2110000000	Buildings(RA)
21100002	A816	000060000007	0000		ROOF FOR WASTE AREA & STORAGE		4437111-1		ROOF FOR WASTE AREA & STORAGE		21100002				       1.000		BLD		00000000						20110901		20110901		2011		006		00000000		00000000				1399		A816619050								00000000				0.00												99999999										00000000				THAI OBAYASHI CORP.,LTD		RRH1105104		X												00000000		0000		         0.00		JP01								00000000		00000000		00000000		000		000				000								01		YL20		020		000		20110901		0000									02		YL20		020		000		20110901		0000									04		YL20		020		000		20110901		0000									05		YL20		020		000		20110901		0000																											    229000.00	     62062.70	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	       878.35	         0.00	       878.35	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	    229000.00	     62941.05	    166058.95	    166937.30	2110000000	Buildings(RA)
21100002	A816	000060000008	0000		NEW INTERVIEW ROOM		4504095-1		NEW INTERVIEW ROOM		21100002				       1.000		BLD		00000000						20111123		20111123		2011		008		00000000		00000000				1399		A816619020				HRD				00000000				0.00												99999999										00000000				THAI OBAYASHI CORP.,LTD		RRH1111088C		X												00000000		0000		         0.00		JP01								00000000		00000000		00000000		000		000				000								01		YL20		020		000		20111123		0000									02		YL20		020		000		20111123		0000									04		YL20		020		000		20111123		0000									05		YL20		020		000		20111123		0000																											    185000.00	     48040.31	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	       709.59	         0.00	       709.59	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	         0.00	    185000.00	     48749.90	    136250.10	    136959.69	2110000000	Buildings(RA)
